recid,assignmt,sex,age,earnings,prevearn,married,pbhous,wkless13,bfeduca,recommended_training,pred_earnings_classroom,pred_earnings_ojt,pred_earnings_other,pred_earnings_control,prob_control,prob_classroom,prob_ojt,prob_other,dr_score_classroom,dr_score_ojt,dr_score_other,dr_score_control
316174,Treatment,Female,36,21.898,4.355,Not married,Yes,Did not work,12,OJT,21.46894384,16.5964836,15.99288252,16.4463016,0.33221226552423494,0.2449877695377645,0.24087979375692148,0.18192017118107914,21.46894384,16.5964836,15.99288252,16.4463016
316176,Control,Female,42,0.0,0.0,Not married,No,Worked,11,classroom,7.947054187,11.88705384,11.71658352,9.713668035,0.3466118150033668,0.2849740457328074,0.1953729176707123,0.17304122159311344,-19.93988606597723,11.88705384,11.71658352,9.713668035
316177,Control,Female,35,4.2,2.0,Not married,No,Did not work,12,OJT,10.88657353,16.37908819,14.17382403,13.98743994,0.3404271260537052,0.23068768171914303,0.24822601408598918,0.1806591781411625,10.88657353,16.37908819,14.17382403,13.98743994
316180,Treatment,Female,23,0.441,2.0,Not married,No,Did not work,12,classroom,12.75770205,16.77328514,14.17382403,13.98743994,0.33157635388719864,0.2581075599563338,0.24490248471086484,0.16541360144560266,-34.96155906766629,16.77328514,14.17382403,13.98743994
316183,Control,Male,28,29.97,2.7,Married,No,Did not work,13,other,27.05533207,22.63630098,21.14057324,19.01982894,0.2865176918492319,0.16446584264352584,0.36668683730951546,0.18232962819772666,27.05533207,22.63630098,69.56620130317448,19.01982894
316184,Treatment,Female,42,1.203,0.0,Not married,No,Worked,12,OJT,9.26517692,12.41671082,11.71658352,9.713668035,0.34434678460055007,0.28742924172576195,0.19357279053876075,0.17465118313492733,9.26517692,12.41671082,11.71658352,9.713668035
316185,Control,Female,30,10.632,3.04,Not married,No,Did not work,12,other,12.66784969,17.14991374,14.97714498,15.07330666,0.3392722107548012,0.23715748773107623,0.25977285056449756,0.16379745094962503,12.66784969,17.14991374,-11.55040447091499,15.07330666
316187,Control,Female,29,98.153,3.12,Not married,No,Did not work,13,OJT,14.17820181,17.88149909,15.30189894,15.64949032,0.33230021575016655,0.2346003405906905,0.26137873656987703,0.17172070708926593,14.17820181,17.88149909,15.30189894,15.64949032
316188,Treatment,Female,37,5.064,4.0,Not married,No,Did not work,12,classroom,13.08586939,17.45346602,15.718672,16.07564517,0.3464989554859745,0.21249240692455867,0.2758714161698894,0.16513722141957746,-24.665453144776542,17.45346602,15.718672,16.07564517
316189,Treatment,Female,53,30.363,4.37,Married,No,Did not work,9,OJT,14.89082483,16.03297127,14.97420624,15.01128931,0.3378497760625552,0.1676387120390236,0.4046118192283077,0.08989969267011348,14.89082483,16.03297127,14.97420624,15.01128931
316191,Treatment,Male,56,1.896,0.0,Married,No,Worked,12,classroom,15.09081152,14.85454656,17.2781608,12.70076546,0.32951053694575094,0.26447023534304726,0.2996501889570569,0.10636903875414465,-34.80066871740693,14.85454656,17.2781608,12.70076546
316195,Treatment,Female,49,18.776,3.0,Not married,No,Did not work,9,OJT,5.082438831,14.39042365,14.1805406,13.69930243,0.3720899057963322,0.1915351076465401,0.2743704746282861,0.1620045119288415,5.082438831,14.39042365,14.1805406,13.69930243
316202,Treatment,Male,41,56.171,10.0,Not married,No,Did not work,12,OJT,22.48031886,28.3140085,23.29908531,24.65880753,0.38344599201396906,0.13343751199910478,0.34572071902695606,0.13739577695997018,22.48031886,28.3140085,23.29908531,24.65880753
316203,Control,Male,66,10.68,0.0,Not married,No,Worked,13,classroom,6.957611519,8.792133581,11.71658352,12.2220264,0.33646989865332755,0.11597374350182453,0.2520320020844686,0.29552435576037933,39.05443247693897,8.792133581,11.71658352,12.2220264
316205,Control,Female,43,0.555,2.444656,Not married,No,Did not work,12,OJT,10.03945793,16.18135818,14.51728699,14.45170643,0.346518781181636,0.2093267427410878,0.25724191667703156,0.18691255940024468,10.03945793,16.18135818,14.51728699,14.45170643
316206,Control,Female,23,7.185,2.702,Married,No,Did not work,12,OJT,14.14142974,18.36437174,14.71606567,14.90051142,0.31144090879106034,0.26901595819674634,0.27616125624004606,0.14338187677214717,14.14142974,18.36437174,14.71606567,14.90051142
316207,Control,Male,34,4.98,3.0,Not married,No,Did not work,15,other,13.01951928,21.71155294,16.59571626,20.0939012,0.3497729193422953,0.13696446531011036,0.3214005143138547,0.1918621010337395,13.01951928,21.71155294,-43.946288635262476,20.0939012
316208,Treatment,Female,30,5.142,7.0,Not married,No,Worked,12,classroom,12.84901615,18.40676953,17.12355142,16.53917962,0.31173282039563693,0.12130761931025287,0.3912336063614877,0.1757259539326225,-50.6838121572538,18.40676953,17.12355142,16.53917962
316218,Control,Female,30,3.771,0.0,Not married,No,Worked,8,other,7.765465707,12.19740262,11.71658352,9.713668035,0.35696650372637867,0.2852035627736025,0.19256148362152894,0.16526844987849,7.765465707,12.19740262,-36.360248602778526,9.713668035
316219,Control,Male,40,33.906,4.0,Not married,No,Did not work,12,classroom,7.769786541,19.35424786,16.89701976,18.39419185,0.37463269005135524,0.12380351688507266,0.33700395839315633,0.1645598346704158,218.88021471455792,19.35424786,16.89701976,18.39419185
316224,Control,Male,30,0.366,4.1039111,Not married,Yes,Worked,11,other,-18.34642274,17.0252291,15.83133822,15.17169525,0.4836069724595222,0.12417791548580817,0.21383295432275015,0.17838215773191946,-18.34642274,17.0252291,-70.86644824383453,15.17169525
316225,Treatment,Female,27,42.333,4.592,Not married,No,Did not work,12,classroom,15.55058646,18.2072291,16.175947,16.69375391,0.34142846399803517,0.23579831802375717,0.27446302104100784,0.14831019693719993,129.1324549163374,18.2072291,16.175947,16.69375391
316226,Treatment,Female,34,17.508,0.0,Married,No,Worked,12,OJT,8.984286692,15.05412787,11.88341833,9.713668035,0.3192483327314822,0.26219716000212145,0.27841846772050355,0.14013603954589282,8.984286692,15.05412787,11.88341833,9.713668035
316228,Control,Male,25,31.362,4.1039111,Not married,No,Did not work,11,other,18.20633911,19.16878596,16.68160095,17.64855006,0.3536188175176073,0.15934296495296602,0.33580949069526717,0.15122872683415958,18.20633911,19.16878596,113.75574392085775,17.64855006
316232,Treatment,Female,23,0.0,0.0,Not married,No,Worked,12,classroom,10.77940395,14.72195481,11.71658352,9.713668035,0.3519923588009364,0.30311928154172424,0.18648495070033502,0.1584034089570045,-24.782187167443382,14.72195481,11.71658352,9.713668035
316238,Control,Female,74,0.0,0.0,Not married,No,Worked,8,classroom,0.286737659,1.750674277,11.71658352,9.713668035,0.31501087098773467,0.29069778697184584,0.201154302560418,0.19313703948000147,-0.6996395060513825,1.750674277,11.71658352,9.713668035
316240,Treatment,Male,23,10.729,2.7,Not married,No,Did not work,11,other,18.54380757,18.02875498,15.27398035,16.29802849,0.3450208398118181,0.16446334016694913,0.3268500200164189,0.1636658000048138,18.54380757,18.02875498,-12.495904072196469,16.29802849
316241,Control,Female,56,4.854,8.137,Not married,No,Did not work,10,OJT,21.77504882,18.47488571,17.74239475,18.64458359,0.34507146641192604,0.11336849747634048,0.3515017745888675,0.19005826152286603,21.77504882,18.47488571,17.74239475,18.64458359
316243,Treatment,Female,30,0.0,5.528,Married,No,Did not work,13,OJT,15.03519,20.92702893,17.31689565,18.76104198,0.350551620881912,0.23911618537557644,0.2810677078137148,0.12926448592879675,15.03519,20.92702893,17.31689565,18.76104198
316244,Control,Male,24,20.258,4.1039111,Not married,No,Did not work,12,OJT,19.31540221,20.0464109,17.00789404,18.5026857,0.3507844200325678,0.16200360271565942,0.3346874149887238,0.1525245622630489,19.31540221,20.0464109,17.00789404,18.5026857
316245,Control,Male,41,28.179,2.56,Not married,No,Did not work,15,other,7.956135029,20.956334,16.04126481,19.52566182,0.3550180250684844,0.12367973806516083,0.31325492746944805,0.2080473093969067,7.956135029,20.956334,74.38249126077795,19.52566182
316247,Treatment,Female,22,6.271,0.17,Not married,No,Worked,11,classroom,10.85340558,14.34140729,11.83695293,9.865468061,0.3513299005188464,0.3023017273505742,0.19045108409077027,0.15591728803980906,-4.304978132064807,14.34140729,11.83695293,9.865468061
316250,Treatment,Female,41,26.34,6.414,Not married,No,Did not work,10,classroom,16.10187507,17.77627484,16.63332264,17.12834649,0.3554869574982555,0.18416642617827503,0.3100926499351898,0.15025396638827967,71.693576241903,17.77627484,16.63332264,17.12834649
316257,Treatment,Male,27,45.215,1.5,Married,No,Did not work,12,other,26.44256973,20.45984944,19.62423492,16.71601314,0.28500891497658193,0.1641340905725905,0.3655436079746527,0.185313386476175,26.44256973,20.45984944,157.71876530779852,16.71601314
316258,Control,Female,26,23.756,2.444656,Not married,No,Did not work,12,OJT,12.67658647,16.93694399,14.51728699,14.45170643,0.33484176652984426,0.24965622377697794,0.25097830226509443,0.16452370742808348,12.67658647,16.93694399,14.51728699,14.45170643
316259,Control,Male,22,32.057,4.482,Married,No,Did not work,13,OJT,28.46714399,24.2388765,23.15669167,21.15574666,0.301649645203772,0.1638076056245861,0.36073222543993577,0.173810523731706,28.46714399,24.2388765,23.15669167,21.15574666
316262,Treatment,Male,37,63.016,5.0,Married,No,Did not work,12,OJT,21.87749113,23.08834609,23.35877316,20.60367726,0.3167008577012405,0.1390925990383069,0.3962826245755887,0.14792391868486401,21.87749113,23.08834609,23.35877316,20.60367726
316264,Treatment,Female,26,12.562,0.0,Not married,No,Worked,11,other,9.631363448,13.93474006,11.71658352,9.713668035,0.3529187138419072,0.29892475660429907,0.1882012387538506,0.15995529079994317,9.631363448,13.93474006,17.001913412947182,9.713668035
316265,Control,Female,25,9.212,2.444656,Not married,No,Did not work,9,other,10.01499214,15.33568291,13.85881983,13.25603518,0.3513846954641938,0.2576085497002131,0.2456514044014574,0.14535535043413578,10.01499214,15.33568291,-18.10986805194758,13.25603518
316270,Treatment,Male,50,6.726,4.1039111,Married,No,Worked,10,OJT,0.297233981,16.45796546,21.12875222,15.4515023,0.33878264377169615,0.14130489628956977,0.405986697500578,0.11392576243815605,0.297233981,16.45796546,21.12875222,15.4515023
316272,Control,Male,23,17.876,4.0,Not married,No,Did not work,12,classroom,20.06621095,19.96978701,16.89701976,18.39419185,0.34880021474583395,0.16451916331348995,0.33381946552908676,0.1528611564115894,6.753409535938781,19.96978701,16.89701976,18.39419185
316274,Treatment,Male,33,0.0,1.0,Not married,No,Worked,14,classroom,16.42702981,17.51162411,12.91233178,13.77286119,0.30247391022165737,0.14103205540422342,0.33632057506056967,0.2201734593135495,-100.05024738004843,17.51162411,12.91233178,13.77286119
316275,Treatment,Male,46,14.321,4.1039111,Not married,No,Did not work,12,OJT,5.400371624,19.07354452,17.00789404,18.5026857,0.3846076310083493,0.11101422733900065,0.3368098511277427,0.1675682905249073,5.400371624,19.07354452,17.00789404,18.5026857
316276,Treatment,Female,27,19.345,0.0,Not married,No,Worked,12,other,10.56524841,14.37056644,11.71658352,9.713668035,0.351375290088961,0.29822165369322456,0.1885285500829195,0.16187450613489493,10.56524841,14.37056644,58.842080067572525,9.713668035
316277,Treatment,Male,39,16.055,0.18,Married,No,Did not work,12,classroom,18.82842077,19.2712354,18.2157805,15.24980838,0.277440929060226,0.16707056990557978,0.3612709743049887,0.19421752672920548,2.2281256278489643,19.2712354,18.2157805,15.24980838
316280,Treatment,Female,27,14.362,1.0,Married,No,Did not work,12,OJT,11.1201408,17.43467292,13.40140005,13.00999589,0.28874169427450935,0.2724167838636216,0.272180293382409,0.16666122847946005,11.1201408,17.43467292,13.40140005,13.00999589
316283,Control,Male,31,33.246,6.0,Married,No,Did not work,11,classroom,21.50898886,22.92340461,23.97744228,20.53834115,0.3286730598613405,0.13659055262971753,0.3915973277838064,0.1431390597251355,107.43741446508407,22.92340461,23.97744228,20.53834115
316285,Control,Male,22,63.888,7.2,Married,No,Did not work,12,OJT,23.9122257,25.55750692,25.7061972,23.04735185,0.3361209616743068,0.1545715514575586,0.35138919111844097,0.15791829574969363,23.9122257,25.55750692,25.7061972,23.04735185
316287,Control,Female,31,31.618,12.0,Married,No,Did not work,10,OJT,18.71010217,23.92573907,20.2289563,22.71060275,0.4444874830457406,0.19079700958117177,0.25359752143749464,0.11111798593559308,18.71010217,23.92573907,20.2289563,22.71060275
316289,Control,Male,33,13.104,1.52,Not married,Yes,Did not work,12,classroom,6.647006146,17.06183931,14.40099145,15.73163575,0.3604409362294626,0.14969374805699395,0.329842455032031,0.16002286068151242,49.781699062778216,17.06183931,14.40099145,15.73163575
316294,Treatment,Male,35,7.507,2.0,Not married,No,Did not work,10,OJT,7.479900652,16.38740854,14.38126363,15.01145596,0.35928829121084366,0.13477363396117223,0.32789041112977413,0.17804766369821004,7.479900652,16.38740854,14.38126363,15.01145596
316295,Treatment,Male,31,10.093,0.8,Not married,No,Did not work,10,OJT,10.91190632,15.76471481,13.25533532,13.95545798,0.3490453824929377,0.14530360432081807,0.3167849431953077,0.18886606999093666,10.91190632,15.76471481,13.25533532,13.95545798
316298,Treatment,Female,30,6.355,0.0,Not married,No,Worked,9,classroom,8.008367412,12.60371504,11.71658352,9.713668035,0.3553395372382536,0.2890898927191398,0.1917686551053997,0.16380191493720683,2.2891518543454143,12.60371504,11.71658352,9.713668035
316302,Control,Female,29,7.126,0.0,Not married,No,Worked,12,classroom,10.43575624,14.17042078,11.71658352,9.713668035,0.3508853563872094,0.2960358422511793,0.1894663526156305,0.16361244874598074,-0.7444988765130578,14.17042078,11.71658352,9.713668035
316307,Treatment,Female,25,14.587,1.9,Not married,No,Did not work,10,other,9.825027607,15.57010128,13.72772108,13.15603407,0.3458350415725567,0.2585545603915957,0.24120459907658415,0.1544057989592634,9.825027607,15.57010128,19.292790046267914,13.15603407
316309,Treatment,Male,31,13.335,6.0,Married,Yes,Did not work,12,classroom,6.483577054,20.64826784,25.01851612,21.64125682,0.3625243534254446,0.12260798928599033,0.3761242509638812,0.138743406324684,62.36429890499337,20.64826784,25.01851612,21.64125682
316313,Treatment,Male,55,7.755,9.388,Not married,No,Worked,9,OJT,36.89287396,19.0966115,19.92080299,17.95637272,0.5714848772742169,0.1029150738612268,0.13316564678219403,0.19243440208236223,36.89287396,19.0966115,19.92080299,17.95637272
316315,Treatment,Female,27,5.281,0.0,Not married,No,Worked,12,classroom,10.56524841,14.37056644,11.71658352,9.713668035,0.351375290088961,0.29822165369322456,0.1885285500829195,0.16187450613489493,-7.153949188695551,14.37056644,11.71658352,9.713668035
316316,Treatment,Female,30,15.113,1.82,Married,No,Did not work,10,classroom,11.30173796,16.33540314,13.67622615,13.18673303,0.3232000799126897,0.248386586449106,0.29272016084501307,0.13569317279319124,26.64581146447211,16.33540314,13.67622615,13.18673303
316317,Treatment,Male,32,70.421,1.3,Married,No,Did not work,15,OJT,30.60840147,24.39522005,19.84825997,19.30689161,0.2548815415708658,0.18483255340452584,0.33954428394454855,0.2207416210800598,30.60840147,24.39522005,19.84825997,19.30689161
316318,Control,Male,36,7.747,3.6,Not married,No,Did not work,10,other,9.423714423,17.57547662,15.88250138,16.41945327,0.3681335673020621,0.13112267558135088,0.339736268804784,0.16100748831180298,9.423714423,17.57547662,-34.646212938212315,16.41945327
316320,Control,Male,53,28.749,0.0,Married,No,Worked,8,other,18.10557091,11.79376417,17.2781608,11.31462731,0.3581092204290039,0.18229177861228382,0.33607143718903093,0.12352756376968131,18.10557091,11.79376417,110.13872446648276,11.31462731
316321,Treatment,Male,39,38.754,0.0,Married,No,Worked,8,other,17.98350173,13.74976954,17.2781608,11.31462731,0.34513119416669763,0.15064171801501142,0.35745722984173106,0.1467698579765599,17.98350173,13.74976954,163.6013874902502,11.31462731
316325,Control,Male,33,9.797,7.0,Married,No,Worked,12,classroom,11.76087243,23.27118174,24.74723728,19.99288701,0.2614386851004438,0.17361268768272844,0.37883103665515955,0.18611759056166807,0.4490699562723197,23.27118174,24.74723728,19.99288701
316328,Treatment,Male,28,0.03,4.0,Not married,No,Did not work,11,classroom,15.67060004,18.996115,16.57741529,17.54859061,0.3575709791618657,0.1516922245245647,0.3367741066473037,0.15396268966626592,-87.4368604051278,18.996115,16.57741529,17.54859061
316330,Treatment,Female,22,13.056,3.0,Not married,No,Worked,14,classroom,17.73986881,17.62142266,14.42006747,13.13311071,0.3213147549999602,0.2543529469876026,0.28119213652209885,0.1431401614903384,-0.6749711416216257,17.62142266,14.42006747,13.13311071
316331,Control,Male,36,30.025,0.0,Not married,No,Worked,11,other,10.77185388,14.01774293,11.71658352,11.5686363,0.3209030046890735,0.127201684879762,0.2983587384863417,0.2535365719448227,10.77185388,14.01774293,83.92871583511416,11.5686363
316334,Treatment,Male,34,15.725,0.0,Married,No,Worked,12,OJT,20.05619136,17.84571434,17.2781608,12.70076546,0.3158678005731037,0.174425775825191,0.36375997656034326,0.14594644704136192,20.05619136,17.84571434,17.2781608,12.70076546
316336,Treatment,Male,48,11.99,0.9,Not married,No,Worked,8,other,19.49943245,10.61274337,12.44516616,11.52756075,0.3256777077134531,0.10422754981064118,0.31720317176477275,0.2528915707111329,19.49943245,10.61274337,10.645319060628246,11.52756075
316337,Treatment,Male,59,0.27,0.0,Not married,No,Worked,8,other,11.17782826,7.54675108,11.71658352,10.94480955,0.3339861528177124,0.09457018011873779,0.27684660527495086,0.2945970617885989,11.17782826,7.54675108,-27.13846632504564,10.94480955
316339,Treatment,Male,36,72.432,9.6,Not married,No,Did not work,12,OJT,23.0191966,27.55060983,22.87228094,24.24116649,0.37406057095664313,0.14265090710584663,0.35042004152994455,0.13286848040756583,23.0191966,27.55060983,22.87228094,24.24116649
316341,Treatment,Female,35,24.629,6.265,Not married,No,Did not work,13,classroom,19.1761125,19.9517753,17.93361183,19.19199812,0.34928986839438914,0.1929790771926819,0.2953740268337115,0.16235702757921738,47.432478834240015,19.9517753,17.93361183,19.19199812
316343,Control,Male,33,0.477,0.15,Not married,No,Worked,8,OJT,12.55372753,12.66069084,11.83801396,11.04193475,0.3235146166542772,0.12738291984283961,0.296353856513527,0.25274860698935614,12.55372753,12.66069084,11.83801396,11.04193475
316356,Treatment,Male,24,18.855,6.958,Married,No,Did not work,12,OJT,23.39871871,25.28552928,25.44798055,22.77854765,0.3339210179153603,0.15168812095191705,0.3580319452470573,0.15635891588566533,23.39871871,25.28552928,25.44798055,22.77854765
316357,Treatment,Male,29,0.555,14.347,Married,No,Did not work,11,classroom,33.1570384,34.43713474,32.34649722,29.07794438,0.3553359368050889,0.17335022344373546,0.2661688788248423,0.20514496092633322,-154.91331854754492,34.43713474,32.34649722,29.07794438
316358,Control,Male,31,8.22,4.1039111,Not married,No,Worked,10,OJT,20.74488326,16.59950651,15.56717494,14.64569469,0.2921262760098891,0.1766098504716346,0.366189081252578,0.16507479226589833,20.74488326,16.59950651,15.56717494,14.64569469
316359,Treatment,Male,22,4.539,3.36,Not married,No,Did not work,11,OJT,19.79488734,18.58105156,15.93572424,16.93292926,0.34652104476222806,0.16696553866760516,0.3301088397562618,0.1564045768139051,19.79488734,18.58105156,15.93572424,16.93292926
316360,Treatment,Male,42,1.8,4.0,Not married,No,Did not work,8,OJT,8.937022145,16.25899382,15.61860187,15.40513448,0.3774437388298031,0.11354553106955692,0.3500925922303797,0.1589181378702603,8.937022145,16.25899382,15.61860187,15.40513448
316365,Treatment,Male,71,9.688,0.0,Not married,No,Worked,14,classroom,6.255393046,7.926302236,11.71658352,12.63304696,0.3378454677901059,0.1258959300638181,0.23203171952657486,0.30422688261950115,33.520825314223224,7.926302236,11.71658352,12.63304696
316370,Treatment,Female,27,0.708,0.0,Not married,Yes,Worked,11,classroom,4.714332729,12.05801063,11.71658352,9.713668035,0.31933634655239446,0.3608479825704986,0.16739125239508953,0.15242441848201738,-6.388217160460129,12.05801063,11.71658352,9.713668035
316371,Control,Male,25,0.0,0.0,Not married,No,Worked,12,OJT,12.45904045,15.98413398,11.71658352,11.8686755,0.3107929834838274,0.1467906205144439,0.30348709287876097,0.2389293031229677,12.45904045,15.98413398,11.71658352,11.8686755
316372,Treatment,Female,50,39.906,2.444656,Not married,No,Did not work,17,OJT,25.89400349,19.37303249,15.61473227,16.82972842,0.28566841074674604,0.16313817706331513,0.23090429635292964,0.3202891158370092,25.89400349,19.37303249,15.61473227,16.82972842
316374,Treatment,Female,34,8.792,2.444656,Not married,No,Did not work,9,classroom,7.542051643,15.03515918,13.85881983,13.25603518,0.3601061054823112,0.2347043398693648,0.2524721025424649,0.15271745210585916,12.86768114646685,15.03515918,13.85881983,13.25603518
316376,Treatment,Female,44,0.0,0.0,Not married,No,Worked,12,OJT,9.04098397,12.06923066,11.71658352,9.713668035,0.3427675801881898,0.28716549746807774,0.19380628807512365,0.17626063426860886,9.04098397,12.06923066,11.71658352,9.713668035
316381,Control,Male,22,14.897,4.1039111,Not married,No,Did not work,12,OJT,21.05791456,20.08637237,17.00789404,18.5026857,0.3477934089734297,0.16707369835282482,0.33391621254705434,0.1512166801266912,21.05791456,20.08637237,17.00789404,18.5026857
316384,Treatment,Female,30,4.35,0.0,Not married,No,Worked,12,classroom,10.36556867,14.06393018,11.71658352,9.713668035,0.35059273149817044,0.2950159131858242,0.18991085740836436,0.1644804979076409,-10.025089600053802,14.06393018,11.71658352,9.713668035
316387,Control,Male,22,0.162,3.0,Not married,No,Worked,14,other,17.33193369,20.06337914,15.30382829,16.05248963,0.26811063803088975,0.19717491261494388,0.3717366989336308,0.16297775042053547,17.33193369,20.06337914,-77.60350569227163,16.05248963
316392,Treatment,Male,30,0.042,0.35,Not married,No,Worked,12,other,13.52982696,15.69502244,12.09003734,12.20995107,0.3112802936934252,0.14022186248335455,0.3132569888885452,0.23524085493467506,13.52982696,15.69502244,-39.12571488699163,12.20995107
316396,Treatment,Female,39,3.79,0.0,Not married,No,Worked,11,classroom,8.322164092,12.36700905,11.71658352,9.713668035,0.34847955863219515,0.28642556339158415,0.19443897276042676,0.17065590521579393,-7.501018861135687,12.36700905,11.71658352,9.713668035
316397,Control,Male,22,9.974,2.64,Not married,No,Did not work,12,OJT,20.55189667,18.81798801,15.4458849,16.9742123,0.3404628000408439,0.16708284393787648,0.32634564764019963,0.16610870838107994,20.55189667,18.81798801,15.4458849,16.9742123
316401,Treatment,Male,31,26.33,4.1039111,Not married,No,Worked,11,other,19.95964561,17.37991563,15.83133822,15.23318814,0.2879368020422451,0.18072166489205635,0.37010719378792073,0.1612343392777779,19.95964561,17.37991563,80.94564220156491,15.23318814
316403,Treatment,Female,22,42.64,0.0,Not married,No,Worked,12,OJT,10.82337584,14.80011168,11.71658352,9.713668035,0.3520749386485835,0.30444147036798425,0.18594456382639626,0.15753902715703605,10.82337584,14.80011168,11.71658352,9.713668035
316404,Treatment,Female,22,9.57,2.444656,Not married,No,Did not work,13,classroom,14.5430813,17.66697392,14.73677605,14.88878717,0.32527582478350525,0.2540756113986954,0.2516882281612102,0.1689603356565892,-5.030152323735109,17.66697392,14.73677605,14.88878717
316406,Control,Female,31,1.578,0.0,Not married,No,Worked,12,classroom,10.29182492,13.95304255,11.71658352,9.713668035,0.3502674628556034,0.2940474507084535,0.19033776881669776,0.1653473176192454,-19.342252501877436,13.95304255,11.71658352,9.713668035
316408,Treatment,Male,26,39.726,6.688,Not married,No,Did not work,13,classroom,22.35386265,23.90418297,20.25777257,22.34036019,0.36416078515680295,0.15798239997589786,0.342153053061487,0.1357037618058122,132.3163480448942,23.90418297,20.25777257,22.34036019
316409,Treatment,Male,41,63.455,9.0,Married,No,Did not work,12,OJT,19.63922719,27.43697339,27.62681686,25.04672197,0.3533225780966764,0.12789997432077702,0.37677267830008654,0.1420047692824601,19.63922719,27.43697339,27.62681686,25.04672197
316410,Treatment,Female,33,19.146,2.444656,Not married,No,Did not work,9,classroom,7.819885847,15.07658593,13.85881983,13.25603518,0.3591491005728343,0.23729652435692866,0.25168262894659943,0.15187174612363755,55.549679545806434,15.07658593,13.85881983,13.25603518
316419,Control,Female,25,10.507,0.0,Not married,No,Worked,12,classroom,10.67990901,14.55418174,11.71658352,9.713668035,0.3517425196368702,0.30058823399887014,0.18753220423195124,0.16013704213230845,10.104673553509544,14.55418174,11.71658352,9.713668035
316422,Treatment,Female,33,28.764,1.5,Not married,No,Did not work,11,classroom,9.082668226,15.64155095,13.62892923,13.12515598,0.34597807855205087,0.2399173833227663,0.24056780096121602,0.1735367371639669,91.11645628012468,15.64155095,13.62892923,13.12515598
316423,Treatment,Male,38,2.872,4.1039111,Not married,No,Did not work,12,other,9.101679491,19.55975345,17.00789404,18.5026857,0.37225186112950903,0.12821475575858232,0.3375275941876977,0.16200578892421097,9.101679491,19.55975345,-70.24759314887453,18.5026857
316425,Control,Female,30,8.932,2.444656,Not married,No,Worked,11,classroom,12.63364131,14.65227256,13.44753521,11.89660242,0.3285279835466024,0.24819548747621764,0.26765857127547,0.15561795770170983,-2.2805754940210434,14.65227256,13.44753521,11.89660242
316427,Treatment,Female,22,6.734,2.444656,Married,No,Worked,12,other,16.64380552,17.00055203,13.77172926,12.26034356,0.3110617262599678,0.23155000180253862,0.32932243269834083,0.1280658392391527,16.64380552,17.00055203,-41.18226395014563,12.26034356
316428,Control,Female,24,7.626,13.0,Not married,No,Did not work,11,classroom,5.989509576,27.48203649,21.77156541,24.18782087,0.2911405263106433,0.2846743655659155,0.2524273981119127,0.1717577100115284,11.738149502699251,27.48203649,21.77156541,24.18782087
316432,Treatment,Female,27,3.936,2.444656,Not married,No,Worked,11,other,12.7296037,14.95696203,13.44753521,11.89660242,0.32984129492325687,0.2558438476266995,0.2626637454415215,0.1516511120085222,12.7296037,14.95696203,-49.27231619119177,11.89660242
316433,Control,Male,26,12.303,0.0,Not married,No,Worked,10,other,11.75284349,14.48236868,11.71658352,11.31755087,0.3165837938526918,0.14332864868635334,0.29737616839324493,0.24271138906770984,11.75284349,14.48236868,14.132689670817696,11.31755087
316434,Treatment,Male,30,6.768,3.1,Not married,No,Did not work,10,other,12.48733007,17.4023891,15.41336458,15.97945411,0.35809994311907123,0.14602495378682287,0.33331486731600374,0.16256023577810208,12.48733007,17.4023891,-37.76916519807618,15.97945411
316435,Treatment,Female,56,8.722,5.0,Not married,No,Did not work,9,OJT,9.826883518,14.95078038,15.33917658,15.2956724,0.3678741980349504,0.15200880405083111,0.31882544641033855,0.16129155150387986,9.826883518,14.95078038,15.33917658,15.2956724
316437,Treatment,Male,45,7.297,1.0,Not married,No,Worked,15,other,17.03602817,16.695517,12.97670044,14.32851873,0.3123230436321206,0.12568698660900313,0.3260929171503179,0.23589705260855834,17.03602817,16.695517,-11.100329676288707,14.32851873
316438,Treatment,Male,26,2.3,0.5,Not married,No,Did not work,17,OJT,38.62303983,22.19860755,13.63405224,18.70165097,0.3004035565395479,0.14889640323384165,0.3038116416059977,0.2468883986206127,38.62303983,22.19860755,13.63405224,18.70165097
316439,Treatment,Male,37,15.834,4.263,Not married,No,Did not work,12,classroom,10.02385299,19.76397236,17.17764364,18.66879084,0.3717117691169569,0.13043236079776555,0.33824461564409325,0.15961125444118424,54.56914048202502,19.76397236,17.17764364,18.66879084
316441,Treatment,Male,37,37.27,0.0,Married,No,Worked,11,OJT,18.85834345,16.515211,17.2781608,12.26782301,0.3256336470913112,0.1720172920088579,0.3596631613985823,0.1426858995012486,18.85834345,16.515211,17.2781608,12.26782301
316445,Control,Female,24,12.489,0.0,Not married,No,Worked,10,classroom,9.107955882,13.62451811,11.71658352,9.713668035,0.35445951793565966,0.30004445524788165,0.18720380581907292,0.15829222099738577,20.37643313216865,13.62451811,11.71658352,9.713668035
316446,Treatment,Male,42,9.78,9.86,Not married,No,Did not work,16,OJT,21.71634394,32.92779123,25.93692319,30.60132728,0.43569632880424936,0.12233070720422756,0.28416328892878456,0.15780967506273863,21.71634394,32.92779123,25.93692319,30.60132728
